Neuron,SpikeTimes
1,27414.8
1,27420.8666666667
1,27445.0333333333
1,27470.6666666667
1,27479.1666666667
1,27496.9666666667
1,27503.7666666667
1,27518.5333333333
1,27522.9333333333
1,27531.7
1,27618.7333333333
1,27646.9333333333
1,27716.3666666667
1,27742.0333333333
1,27749.8666666667
1,27854.6
1,27859.8333333333
1,27872.1333333333
1,27876.4333333333
1,27885.9
1,27941
1,27994.8666666667
1,28014.2666666667
1,28020
1,28027.6
1,28030.4666666667
1,28114.9
1,28221.6333333333
1,28246.2666666667
1,28298.5333333333
1,28318.9666666667
1,28343.2
1,28368.6333333333
1,28390.3666666667
1,28444.4333333333
1,28478.4666666667
1,28511.5333333333
1,28532.3333333333
1,28571.9666666667
1,28613.6666666667
1,28663.6666666667
1,28688.5666666667
1,28695.2666666667
1,28700.2
1,28744.7333333333
1,28750.1666666667
1,28775.1333333333
1,28802.7333333333
1,28821
1,28829.9666666667
1,28848.5
1,28869.3666666667
1,28875.7666666667
1,28921.5666666667
1,28949.1333333333
1,29028.4
1,29038.4666666667
1,29044.8666666667
1,29054.7333333333
1,29114.1
1,29138.3
1,29161.1
1,29182.9666666667
1,29302.8
1,29402.6
1,29412.9
1,29417.4333333333
1,29437.1666666667
1,29445.3
1,29459.7
1,29541.9666666667
1,29549.0666666667
1,29567.3333333333
1,29577.0333333333
1,29587.3666666667
1,29617.6333333333
1,29735.6333333333
1,29752.2333333333
1,29762.2333333333
1,29769.9666666667
1,29789.5666666667
1,29804.0333333333
1,29808.5
1,29817.7
1,29863.0666666667
1,29885.3
1,29888.3666666667
1,29998.6
1,30051.3333333333
1,30064.7333333333
1,30086.4666666667
1,30111.9
1,30131.3333333333
1,30143.1
1,30170.3666666667
1,30173.1333333333
1,30185.6666666667
1,30197.8666666667
1,30203.6
1,30220.1
1,30253.5
1,30275.3333333333
1,30378.8
1,30392.6333333333
1,30416.3
1,30430.5
1,30449
1,30463.8666666667
1,30553.6
1,30661.9666666667
1,30675.9666666667
1,30682.9
1,30685.7
1,30695.0666666667
1,30704
1,30706.8
1,30722.6666666667
1,30749.7666666667
1,30760.7
1,30796.5666666667
1,30829.1
1,30911.5333333333
1,30925.3666666667
1,30936.7333333333
1,30953.8666666667
1,30970.7333333333
1,30982.5333333333
1,31048.5333333333
1,31064.7333333333
1,31069.8333333333
1,31098.5333333333
1,31183.8333333333
1,31187.4
1,31208.4333333333
1,31227.9666666667
1,31233.7
1,31242.0666666667
1,31274.6666666667
1,31280.7333333333
1,31341.3666666667
1,31351.0666666667
1,31364.0666666667
1,31440.3333333333
1,31452.1666666667
1,31474.8666666667
1,31526
1,31533.3
1,31595.7333333333
1,31602.1
1,31611.9666666667
1,31640.7666666667
1,31665.4
1,31766.1
1,31776.6
1,31806.7666666667
1,31812.7666666667
1,31831.0333333333
1,31834.5
1,31854.6666666667
1,31880.7
1,31896.8666666667
1,31911.7
1,31996.1
1,32031.9666666667
1,32054.7333333333
1,32091.5333333333
1,32097.4666666667
1,32168.6333333333
1,32200.7666666667
1,32229.4333333333
1,32250.3
1,32271.6
1,32295.9333333333
1,32395.7333333333
1,32408.6
1,32422.1333333333
1,32460.7666666667
1,32588.6666666667
1,32603.3333333333
1,32708.1
1,32750.6333333333
1,32873.7666666667
1,32901.4666666667
1,32916.7666666667
1,32926.1333333333
1,32930.2
1,32935.2333333333
1,32949.1666666667
1,33012.6333333333
1,33108.1666666667
1,33128.8666666667
1,33154.1333333333
1,33170.4
1,33201.0333333333
1,33218.3666666667
1,33276.0666666667
1,33348.9666666667
1,33363.0333333333
1,33375.4
1,33410.4333333333
1,33413
1,33420.8333333333
1,33429.6666666667
1,33438.3
1,33507.9666666667
1,33527.5
1,33555.2
1,33569.7666666667
1,33643.4666666667
1,33656.7
1,33668.9666666667
1,33775.5666666667
1,33818.2333333333
1,33836.9333333333
1,33852.5
1,33857.7
1,33864.7333333333
1,33869.4
1,33893.1
1,33972.5
1,34089.6666666667
1,34099.5333333333
1,34225.5
1,34231.9666666667
1,34235.7
1,34245.9666666667
1,34249.9
1,34253.9333333333
1,34326.3333333333
1,34334.5666666667
1,34352.5666666667
1,34365.4666666667
1,34371.2333333333
1,34379.1333333333
1,34497.0666666667
1,34508.1666666667
1,34539.5666666667
1,34576.1666666667
1,34592.1666666667
1,34605.5333333333
1,34615.8666666667
1,34645.5
1,34713.0666666667
1,34723.1
1,34737.5
1,34780.2333333333
1,34799.2
1,34818.5666666667
1,34847.7666666667
1,34896
1,34908.8
1,34934.2333333333
1,34946.2333333333
1,34959.7666666667
1,34971.5
1,34993.1666666667
1,35010.6
1,35084.1333333333
1,35102.7666666667
1,35105.6666666667
1,35122.0333333333
1,35200.5666666667
1,35215.3
1,35238.7666666667
1,35247.6666666667
1,35258.4666666667
1,35290
1,35374.2
1,35378.6
1,35381.4
1,35407.6333333333
1,35430.9
1,35445.8333333333
1,35506.7666666667
1,35618.1666666667
1,35630.4333333333
1,35653.8333333333
1,35694.8666666667
1,35745.9666666667
1,35755.0333333333
1,35771.4
1,35776.0333333333
1,35793.8
1,35809.4
1,35876.1
1,35915.5333333333
1,35932.7666666667
1,35944.6
1,35956.7333333333
1,35980.0666666667
1,35993.6333333333
1,35996.8
1,36018.4
1,36022.0666666667
1,36041.6
1,36122.3
1,36193.8333333333
1,36213.4666666667
1,36230.4666666667
1,36293.2666666667
1,36405.8
1,36425.3
1,36433.4666666667
1,36439.3333333333
1,36449.9333333333
1,36458.4333333333
1,36481.3
1,36497.6666666667
1,36507.8
1,36521.9333333333
1,36527.9666666667
1,36552.6
1,36671.4333333333
1,36691.4333333333
1,36724.2
1,36743.5333333333
1,36752.9666666667
1,36774.0666666667
1,36825.6666666667
1,36850.6
1,36853.4333333333
1,36878.6333333333
1,36882.6333333333
1,36930.6333333333
1,36939.0333333333
1,36987.0333333333
1,37002
1,37022.1666666667
1,37065.4666666667
1,37082.3666666667
1,37097.0333333333
1,37102.8
1,37112.3666666667
1,37240
1,37264.9333333333
1,37287.4666666667
1,37305.9666666667
1,37361.2
1,37363.5666666667
1,37385.5666666667
1,37397.8666666667
1,37449.5
1,37456.8
1,37476.0666666667
1,37491.9
1,37531.9
1,37567.0333333333
1,37570.4666666667
1,37609.7333333333
1,37619.6
1,37637.2333333333
1,37651.9333333333
1,37654.9333333333
1,37656.4333333333
1,37710.8
1,37716.8333333333
1,37761.4333333333
1,37765.3333333333
1,37776.8666666667
1,37781.1333333333
1,37806.1666666667
1,37810.4
1,37824.0666666667
1,37859.4666666667
1,37894.5333333333
1,37921.1333333333
1,37941.1
1,37956.8
1,38039.8
1,38051.4
1,38069.2
1,38088.0666666667
1,38100.6333333333
1,38115.5666666667
1,38120.8
1,38262.6333333333
1,38293.6
1,38302.8
1,38327.8666666667
1,38379.0666666667
1,38413.4333333333
1,38426.8333333333
1,38463.8333333333
1,38483.0333333333
1,38503.1333333333
1,38508.0666666667
1,38592.6
1,38687.1333333333
1,38714.4333333333
1,38728.4333333333
1,38754.3
1,38845.8
1,38853.7
1,38871.7666666667
1,38901.9333333333
1,38947.9
1,39051.7333333333
1,39076.7666666667
1,39079.1333333333
1,39082.9333333333
1,39103.6
1,39213.8
1,39235
1,39259.2666666667
1,39270.2333333333
1,39312.0333333333
1,39342.1333333333
1,39346.2
1,39384.7
1,39473
1,39492.3
1,39507.5333333333
1,39521.0333333333
1,39531.2
1,39556.5666666667
1,39579.3
1,39612.6
1,39617.3
1,39634.0333333333
1,39668.4333333333
1,39679.1333333333
1,39708.1
1,39770.2333333333
1,39797.2666666667
1,39824.8666666667
1,39971.7
1,39980.4
1,39996.5666666667
1,40103.1
1,40120.6333333333
1,40149.6666666667
1,40189.0666666667
1,40230.5333333333
1,40247.6333333333
1,40303.7333333333
1,40434.0333333333
1,40445.9666666667
1,40454.5
1,40469.1
1,40485.6333333333
1,40508.0333333333
1,40516.6333333333
1,40627.1666666667
1,40633.9666666667
1,40655.2666666667
1,40660.7
1,40736.5333333333
1,40741.4333333333
1,40772.3333333333
1,40869.4666666667
1,40882
1,40890.9
1,40901.9666666667
1,40949.6666666667
1,40954.0666666667
1,40967.5
1,40975.9333333333
1,40995.2
1,41164.9333333333
1,41179.3
1,41205.3333333333
1,41208.4
1,41220.1333333333
1,41239.6333333333
1,41247.4666666667
1,41254.9666666667
1,41263.0666666667
1,41265.7
1,41268.2666666667
1,41306.2
1,41418.1333333333
1,41430.2
1,41439.9666666667
1,41454.5333333333
1,41473.6333333333
1,41516.4
1,41554.0666666667
1,41565.3
1,41584.3333333333
1,41744.6
1,41759.8666666667
1,41782.5333333333
1,41808.4333333333
1,41837.2333333333
1,41861
1,41880.4
1,41897.8333333333
1,41910.8666666667
1,41915.8666666667
1,41921.2
1,41938.6
1,41951.3333333333
1,41968.4333333333
1,42083.6
1,42090.8333333333
1,42125.1
1,42160.1
1,42170.6666666667
1,42197.1333333333
1,42221.1333333333
1,42232.4333333333
1,42237.1333333333
1,42260.5666666667
1,42277.8666666667
1,42315.4
1,42319.6333333333
1,42416.1666666667
1,42426.2
1,42457.1333333333
1,42498.7
1,42509.4666666667
1,42535.6333333333
1,42560.8
1,42566.9666666667
1,42627.7333333333
1,42636.2
1,42785.0333333333
1,42812.9333333333
1,42856.8333333333
1,42860.7
1,42864.3666666667
1,42882.4666666667
1,43005.4666666667
1,43037.4333333333
1,43143
1,43227.5
1,43284.0333333333
1,43479.6333333333
1,43494.4
1,43531.1
1,43538.6333333333
1,43609.1666666667
1,43617.8
1,43654.5
1,43771.7333333333
1,43792.9
1,43796.0666666667
1,43816.9333333333
1,43837.2333333333
1,43988.3333333333
1,44108.2666666667
1,44124.5666666667
1,44132.2666666667
1,44206.2
1,44212.6
1,44219.9333333333
1,44383.6
1,44492.6333333333
1,44578.2
1,44590.8333333333
1,44594.6333333333
1,44606.2333333333
1,44608.7666666667
1,44614
1,44629.9666666667
1,44644.6
1,44739
1,44760.6666666667
1,44855.6333333333
1,44941.6666666667
1,44967.5
1,44974.3666666667
1,45076.4333333333
1,45094.2333333333
1,45114.9
1,45121.2
1,45143.5666666667
1,45149.8333333333
1,45167.0333333333
1,45170.6666666667
1,45195.6333333333
1,45255.2
1,45299.2
1,45309.7666666667
1,45324.8666666667
1,45355.8333333333
1,45457.8666666667
1,45459.2333333333
1,45471.9666666667
1,45481.6333333333
1,45518.3666666667
1,45554.0666666667
1,45558.9666666667
1,45567.4666666667
1,45599.0333333333
1,45635.9666666667
1,45711.9333333333
1,45722.8333333333
1,45742.6
1,45797.2
1,45804.5
1,45860.2666666667
1,45886.5666666667
1,45892.9
1,45913.1
1,45950.5666666667
1,45976.5
1,46040.7
1,46053.6666666667
1,46064.7666666667
1,46146.3333333333
1,46171.2666666667
1,46188.2
1,46210.4
1,46286.7666666667
1,46299.6333333333
1,46303.8333333333
1,46393.0666666667
1,46477.0333333333
1,46490.5333333333
1,46497
1,46650.7333333333
1,46711.3666666667
1,46795.5666666667
1,46810.3
1,46819.8
1,46845.6333333333
1,46868.5
1,46878.9
1,46888.1666666667
1,46893
1,46898.0666666667
1,46911.7666666667
1,46925.1333333333
1,46937.0666666667
1,46950.2
1,46968.2333333333
1,47004
1,47021.7333333333
1,47030
1,47044.3333333333
1,47162.9333333333
1,47178.4333333333
1,47200.4666666667
1,47227.4333333333
1,47260.9333333333
1,47277.9333333333
1,47304.7
1,47309.6
1,47400.9
1,47421.8333333333
1,47426.7
1,47436.4
1,47459.4
1,47491.6666666667
1,47527.7
1,47541.5666666667
1,47582.6333333333
1,47699.6333333333
1,47723.2333333333
1,47749.5333333333
1,47759.3333333333
1,47797.9666666667
1,47862.0666666667
1,47890.2666666667
1,47907.5
1,47929.4333333333
1,47942.4666666667
1,47955.8666666667
1,47964.3666666667
1,47976.3333333333
1,48024.2
1,48075.3
1,48089.8666666667
1,48105.1666666667
1,48115.3
1,48239.1
